x,y,token
1.9848813,-42.86024,civilly
-20.195833,-54.218628,accepting
-24.696054,-33.003708,prompt
-12.892282,4.2609515,exulting
40.781193,-23.530739,Most
-24.735811,-36.69234,employments
-22.84013,-43.504726,duties
-32.176937,32.067307,Soon
-19.05027,-34.336243,naming
-28.875639,-34.649155,parting
-31.785774,-33.46647,assuring
-34.323185,-39.9745,news
30.40129,29.060968,prepared
9.064778,9.91709,balance
37.65913,1.1954949,works
-3.7484472,-49.786625,overlook
-17.631021,-43.936436,moderate
-7.7577453,-27.030756,negligent
-39.286766,-24.600605,astonishment
-28.488422,-30.298344,imagining
-22.991827,-52.63295,behaviour
-35.567726,-37.87312,accordingly
-7.494788,-32.213493,ascertain
-27.974184,-36.808975,blunders
-9.233801,-39.7005,mistakes
-27.389847,-50.994373,increasing
-26.553282,-49.16385,coldness
-30.979427,7.408533,shrinking
-37.4691,-31.468948,punctually
-26.046251,32.99532,motion
-19.202374,42.830772,flakes
-17.45361,47.4273,sky
-28.210274,46.30495,white
-16.070683,-44.310238,happiest
30.8943,21.31679,abroad
27.449636,38.558617,sacrifice
33.75352,-6.5474014,drive
-25.297298,-51.833305,expressing
-24.627663,-25.238935,discontent
-16.819143,-32.333797,encounter
-2.503555,-34.82803,absurdity
28.704744,1.7218814,folly
4.4083076,-26.692198,deem
-9.790158,-0.6126149,thinner
14.002624,26.45295,clothing
-5.6137557,11.57369,defiance
-9.297322,-2.0086436,shelter
-39.16499,0.20018129,dull
14.700121,-26.42466,Going
-13.722709,34.597305,dismal
48.889145,24.445044,servants
-13.190083,21.677067,shivering
0.14180948,-15.789592,colder
-40.09716,-29.476849,rooms
-39.4871,-22.269129,assent
8.321266,-16.360662,emulate
-30.654291,-23.693018,usually
16.48844,-1.2989867,administered
-30.585506,-35.655033,travelling
-21.848625,-31.405375,heroism
-31.845312,44.681217,glasses
-42.169598,26.492191,wrapped
-39.887356,-38.33601,arrived
-49.00971,17.596169,step
-37.131588,-0.019334782,spruce
-49.81917,13.70079,dressing
-2.5848565,-38.24603,Much
-31.143341,-26.69132,lengthened
-40.635128,10.033761,dress
-25.384274,-48.959675,flattered
-14.889315,-36.097183,cordial
-11.983772,-33.76326,complaints
-33.604618,-30.377304,lasted
-31.959219,-19.574062,dismay
-19.171154,-14.189407,contrivances
-31.401941,-9.760113,modern
32.961494,34.45949,fenced
-22.016853,-21.374031,guarded
13.222948,19.656136,breath
-5.409247,40.805656,afternoon
19.240467,-33.77365,Ha
-12.291918,46.197124,snows
15.333163,-38.529026,Quite
-13.616488,-53.93818,extremely
-3.9735794,-11.104787,se
-6.9039993,-43.451965,astonished
-15.078808,46.1073,fires
14.7013035,-28.777607,Charming
-12.243014,-27.249924,hospitable
4.5104427,-11.484809,select
-28.41581,-39.351574,accommodate
28.68968,23.34592,enter
0.82869726,7.8934417,slavery
-30.454445,-40.089756,paid
-33.904938,26.125578,sweep
34.68337,39.007244,gate
27.26293,-52.20824,XIV
0.11693822,14.883825,joyous
26.52366,21.348083,disperse
-33.027363,-42.808258,related
-26.06014,-41.71392,arrangements
-24.343676,-53.244537,communication
-0.7131003,-49.444084,enjoy
-26.753448,-28.200071,engrossed
-10.787414,-23.437687,project
-46.763985,22.003994,elbow
22.623669,2.1451213,continually
-25.071022,-51.243725,avoid
-13.584039,-17.72644,internal
2.7528663,-33.19976,suggestion
-23.073206,-37.335083,transfer
-10.803719,-26.30247,insufferable
47.019077,-18.80687,Yet
-24.426392,-31.67855,zeal
-29.196554,-36.32933,effort
31.696976,-3.6868603,preserve
1.8877127,-43.10955,positively
-43.44913,-28.632298,amongst
-24.546629,-18.755234,overpowering
-13.864214,2.3505213,syllables
-21.979233,-24.460688,reviving
21.736067,48.82173,coupled
-24.70129,-50.465023,sensations
-23.479794,-28.486088,timed
-25.76925,-40.535767,appearing
-35.60077,-19.671999,polite
-17.950647,-41.884373,substance
-33.823547,-28.978508,released
-25.113354,17.08009,saddle
-42.75362,-14.369389,assented
27.53066,38.425606,sacrifices
33.653214,-49.470627,January
25.222685,-4.246916,secrets
18.281078,-13.164984,stir
-0.8120857,-49.26699,invite
25.309164,31.759314,issue
-46.974358,-12.055818,nodding
3.300403,-29.37855,calculate
-13.765079,-31.106895,whims
32.21449,-41.680965,).
18.186378,43.509773,stone
13.019234,-33.542427,devil
-22.528719,-54.775455,wishing
-25.40242,-47.303936,sanguine
-17.102053,20.66104,stands
-2.1607018,-32.807785,rules
3.488852,-23.852081,spare
36.652138,5.047688,blessing
-13.787357,-15.8359785,instinctive
-27.830418,-34.93788,confinement
-2.4544556,-42.809605,gladly
-27.449877,-46.886963,apprehensive
-28.335846,-32.519962,delays
24.051577,3.3112357,jealousy
-2.158404,-56.686127,jealous
-23.794836,-53.714073,caution
-18.109318,-40.00609,individual
-36.64386,-44.41799,nephew
-9.074687,-21.516754,owes
-4.033156,-2.3580723,exercises
27.258184,-52.24411,XV
-11.548395,0.64237505,convivial
39.150238,-19.36317,awake
18.416805,-6.910251,terror
31.952562,5.6022387,perverse
-8.512677,-26.149307,infection
-37.85125,-24.904083,earnestness
34.959755,38.37318,chamber
-32.332943,-42.47537,learnt
-23.852638,-33.53318,concealing
-23.84202,-46.376045,inconstancy
28.653236,4.5348783,abominable
-16.673859,-36.24736,behaving
44.417862,-23.796263,Would
-15.3127985,-0.66310555,disorder
-11.377824,-40.679432,scrupulous
-16.53738,-35.92769,careless
-2.8148456,-44.26361,nurse
-44.295856,-12.717818,catching
30.034472,-14.873691,Judge
3.7183259,-48.869453,complain
-26.611656,-16.085308,assuming
3.4419203,-47.627144,offended
-33.278664,-34.690796,removing
32.818466,6.3278413,reproof
-1.582216,-50.686073,succeed
-44.683758,19.949465,examining
-42.659035,15.290565,opened
11.971197,35.512012,covered
-25.858871,8.627911,drifting
2.8967805,37.537674,wind
-1.0836444,-51.25316,prove
-31.132498,-44.1815,engagements
0.71839315,37.8278,storm
-25.859129,6.981538,consternation
-30.154644,-26.172655,pursuing
-10.924173,35.630474,blown
-22.87384,42.38405,bleak
-7.4204884,40.00011,midnight
-12.89855,-35.362026,confessing
32.769398,-2.4794002,lest
-26.802803,5.114744,hurrying
-24.629166,-43.543644,accommodation
-15.79773,-2.4498403,contrivance
36.1813,31.21397,lodged
-38.337563,-22.806566,exclamation
-21.251598,-33.10124,representation
-28.44976,-29.37539,revived
-30.427778,30.42094,blocked
-15.096219,-5.369697,adventurous
-28.333313,27.294123,drifted
-45.74029,38.736565,along
22.338476,-27.508913,Walk
12.519309,33.857613,shod
0.4887746,-51.580288,approve
-0.026782699,-19.072676,nowhere
-1.8230358,40.863922,clouds
38.802807,10.653145,tidings
17.768263,4.536078,appeased
-29.2152,-21.953365,urging
-20.682264,-27.887009,recommending
-36.994717,-23.23067,brief
44.724483,-22.469618,Shall
-47.32124,29.246273,ring
-50.236046,16.60118,bell
-0.96850526,21.455154,rung
-28.727978,-25.07047,deposited
-2.4198272,38.089897,cool
32.4556,-8.2777405,recover
-48.69271,16.604557,carefully
-32.36591,-41.51119,discovery
-18.756115,34.75321,darker
-27.080254,-21.431223,escorted
5.6140327,54.792168,shut
-34.13836,-33.51052,tete
-22.967924,-51.945797,suspicions
32.62658,28.202364,quarters
-7.0854793,-26.100395,restrain
-38.566914,-22.08742,gravity
-44.630188,22.732817,seized
-40.711872,-11.601742,demanded
-26.540327,-13.789964,violent
-7.4761624,-36.846718,declaring
-35.38171,-37.615864,hoping
-7.472133,-42.116753,fearing
-22.677137,-29.845184,ardent
-10.666089,-56.199505,resolved
5.0486813,-45.046726,seriously
24.134665,-9.1730585,Without
-23.784256,-55.044228,apology
16.19005,-1.3059331,professing
-32.535027,14.195164,vainly
-9.307478,-54.253887,resolve
25.192791,1.1769618,drunkenness
-34.32727,4.8735933,Accordingly
1.3196275,-45.111095,_me_
33.93612,-4.561079,deliver
-42.91203,-15.149544,accent
-37.88615,-24.845343,amazement
51.122025,-0.8777518,Command
19.428282,27.236744,drunk
-20.509697,-23.439804,elevate
-12.723272,-18.079529,confuse
2.3821757,-43.971004,protested
-20.72971,-50.531445,suspicion
-45.50798,19.375814,slightly
-20.457108,-54.27276,acknowledging
-46.1767,-15.033757,resumed
-31.83707,-32.79062,urgent
-2.2134225,-42.72564,presumption
-13.151414,-33.03047,fewer
7.5337276,-7.1170273,struggles
-29.114931,-51.259315,politeness
-12.243503,-37.03893,witnessed
41.64604,-5.2892714,Believe
-22.790415,-42.69154,professions
29.979038,15.20134,dead
30.065813,15.053762,alive
-10.121969,-28.974192,misled
16.07507,-4.392769,sole
-27.968056,-32.515903,marking
9.572471,-6.0266614,adoration
-4.458083,-20.960632,!--(
-16.675844,10.811947,uppermost
-1.930328,-5.675899,joyously
27.948133,-31.371334,interpret
-17.274448,-49.561184,error
-17.193731,-44.136845,attraction
47.74061,-10.181314,Am
15.675466,-39.781975,madam
-40.49087,-46.04408,Sir
14.800455,50.147865,ends
-16.697838,-43.08127,inequality
41.198048,-0.23989314,supplication
2.1429107,32.44788,swelling
-25.591621,-50.38607,resentment
-17.426357,-24.87783,emotions
-37.85859,-24.918776,embarrassment
-17.00952,-42.498566,indispensable
-38.54217,-15.904817,coldly
-33.51825,-20.914694,proudly
-36.812206,2.9861376,indescribable
-30.506912,-21.852917,irritation
-45.50936,4.1164207,trembling
12.117428,-8.026595,dangers
-22.453085,-45.65956,solicitous
-24.157927,-29.912926,perturbation
-18.046951,-31.12755,needed
-16.70531,10.433324,separating
27.228695,-52.13098,XVI
-28.278103,42.934032,curled
27.995491,20.705965,overthrow
-13.652871,-28.487923,development
-27.52211,-33.353905,unwelcome
-1.3865674,27.19307,blow
26.215862,-3.338852,humiliation
0.8557665,-19.706856,doubled
-27.554045,14.135405,dubious
-18.076826,45.37086,thick
-33.796764,43.63438,headed
-40.978573,-22.72668,instant
-20.940403,-32.93176,indebted
0.36945313,-13.212662,start
-22.3345,-51.97836,shewn
-16.428303,-43.095814,mortifying
-4.7079744,-47.330463,respects
-36.276474,-2.729633,sunk
-26.42614,-39.512024,proposals
3.5684755,-21.908268,insulted
-26.021273,-18.390234,arrogance
-7.8073435,-30.05847,pretended
24.039003,38.1403,abundance
31.281178,0.96452254,devise
27.852028,-7.3879943,enrich
49.942146,23.7262,younger
-27.577192,-3.1084714,ancient
-24.106125,-0.12898771,landed
-19.011616,-26.31707,inconsiderable
-44.629272,-24.255932,belonged
-18.81086,-25.620323,sources
-18.974735,-27.019127,secondary
4.6946197,-33.548405,raving
-20.27005,-42.433716,honesty
-3.875965,-21.990225,courtesy
-15.125704,-56.613182,motive
6.2994037,-44.116127,warrant
-23.520153,-10.9800005,ordinary
-27.079556,-51.088284,observation
-29.609053,-11.991904,trick
-28.261559,-42.01244,introducing
-47.73067,-22.14518,William
-26.943708,-10.693274,pert
-29.89326,-54.140675,explanation
-16.925308,-40.536533,future
-24.396976,-49.508057,continuing
-23.094826,-38.20863,temporary
-29.318687,35.451817,gloom
7.6136107,-17.731363,analogy
-17.171799,-30.02088,operation
-26.260061,-48.914986,softened
-29.716986,0.29416355,brighter
1.5312726,-45.00469,disappoint
-23.576729,-15.425716,acute
-16.359255,-25.445583,principals
3.4306207,22.207281,further
10.972809,34.32625,asunder
36.292786,-29.889956,Day
-18.313074,32.694675,atmosphere
-23.181675,41.044685,frost
-0.5888772,4.3317704,freeze
-45.31916,0.23690043,prisoner
1.3314773,-47.094105,excuses
7.2212296,-32.90855,confine
32.30526,5.236587,wise
-18.98885,-32.279488,seclusion
-39.206776,-31.537441,cleared
14.171355,46.649284,hanging
27.22538,-52.340065,XVII
-16.778778,9.067514,lamentations
-6.745625,-22.644135,innocently
-14.433559,-8.529818,feminine
-21.30055,-27.358671,ceremonious
-38.277145,-40.64032,Bath
-23.8086,-32.5765,compliance
-26.146355,-45.852287,regretted
-30.275629,-38.52073,impossibility
-17.481909,-34.265896,retain
23.348259,-7.749817,commands
-23.54888,-26.540237,agreeably
-32.797585,-26.790447,announced
-27.38219,-27.774853,pointedly
-37.42892,3.277996,solemnity
-8.430637,21.948055,lonely
-29.027891,8.686703,promptitude
-34.847866,-28.529686,recovered
8.315063,-8.655803,undergo
-8.739683,-36.551796,penance
27.228018,23.369808,destroy
-9.760819,41.43969,feeding
9.892087,-4.377415,prophecies
-10.452073,-34.32665,confession
-25.511986,-33.25823,renewed
13.340224,-0.143651,lowly
-19.467346,-47.189518,modesty
-19.823372,-32.31973,attaching
26.334148,0.071289934,abundantly
-25.227175,-38.245262,artless
-20.531324,-45.776157,dignity
4.315857,-13.438481,resemble
-8.472226,-45.758595,welfare
-3.3219583,-28.056696,minded
-13.225301,-37.367275,discreet
-6.043981,-48.840256,promote
-27.521473,-39.834663,method
-18.61931,0.9833143,striving
37.286926,-29.98915,Time
-16.713266,-28.90766,extinction
-27.58118,-49.45627,composure
-15.8413925,-19.379824,routine
-20.550594,-51.435352,betraying
-21.558931,-39.392693,maintained
-10.194193,6.798252,non
-36.438484,-25.877972,resolutely
-20.983643,-37.726505,inevitable
33.272636,5.74206,strive
-29.878635,-48.797302,evident
-21.11655,-27.411354,persisting
-26.549347,-49.544006,removal
-7.5679007,-39.103172,moderation
20.17551,5.138622,wound
-6.0633626,-51.189133,cure
27.230225,-52.270123,XVIII
-20.694237,29.942225,distant
-14.347301,-26.97641,occurs
-11.208995,3.2652016,proportionate
-26.591322,-17.113947,depression
4.989066,35.62094,flies
32.545506,-26.860413,begins
-31.35309,-32.133003,restored
-12.333969,-36.389877,foresaw
34.370525,-1.552004,suffer
-9.912965,-50.32714,suffered
24.233948,-33.911774,temptation
-17.037222,-41.22592,announce
-17.54016,-3.6991615,ending
-6.6536913,-43.654156,perceived
-7.7426624,-39.412666,arguments
-28.496017,10.688574,unnatural
-12.321971,-4.7197094,luxurious
-28.998787,-39.500008,contrived
-10.327948,-29.293194,tempers
56.589996,20.668873,conceived
-23.918499,34.512947,limb
-19.28613,-43.297535,amount
-2.9928162,-49.685036,rid
-1.3253263,-3.9811106,haunts
-23.073706,38.23571,watering
-0.5485316,-32.835205,proves
-17.253565,-43.981365,unfair
-18.983292,32.188297,interior
9.536165,-0.5702152,vigour
-9.611046,-2.193503,messages
36.5236,-12.844745,rightly
-35.04903,-12.14727,simply
-29.26459,16.612541,mark
-24.696915,-46.312096,opposition
-22.936152,-41.970444,situations
5.1665425,-43.764244,provide
-8.834861,17.601452,Standing
-44.660828,5.4458303,loud
28.021452,-2.0379634,hearts
-19.682508,-44.806835,principle
-20.744987,40.22053,bending
-29.579601,7.226945,unmanageable
8.573192,-0.7877442,transported
23.799603,-6.670223,obedience
-8.132367,-29.37417,observance
-39.68863,17.376524,burst
33.48515,3.7663987,nought
-31.495964,-28.819006,roused
-26.227554,-21.182924,opposed
17.90616,34.776966,yielding
-18.660917,-45.330124,notions
-17.02653,-25.694214,expert
3.9395707,-5.2193136,flourishing
3.0611284,-34.62675,hit
-17.290956,-31.679949,preserving
-11.996175,-25.486065,preventing
-23.919767,-11.591385,singular
12.929423,-5.4031186,doubly
-6.8862205,-31.709028,signified
-31.7453,-7.6403346,French
-23.792816,-17.185667,plausible
14.368459,16.009073,treasure
-18.578468,-38.255947,virtues
25.935896,-30.103495,Cannot
40.577957,36.11894,throughout
0.20531031,-9.757191,chattering
-7.4623804,-34.30301,coxcomb
-26.476646,-44.104565,enable
26.486044,-35.87721,require
-14.150577,9.843962,breathing
57.09322,16.819002,king
-25.757303,-29.348003,practised
-20.936386,-47.36579,display
25.43844,1.4825934,flatteries
-47.38247,29.166668,puppy
-9.2437105,-29.128695,prejudiced
31.890467,-1.3725029,sins
-14.308602,-24.982721,presumed
-5.2135267,-37.038017,imperfection
-18.209064,-17.50363,scanty
-23.103998,-41.189117,counteract
31.720644,34.12204,waste
-42.772415,30.379383,floor
-17.688038,24.427816,sized
-29.578064,-33.366753,apartment
-31.730223,-33.58293,cordially
-39.921566,10.628022,knitting
-23.482222,-47.224102,warmest
41.573807,1.0554637,thanks
-4.361086,-46.231052,Coles
52.267582,11.601486,Master
24.682802,-15.824764,Ceremonies
-46.97541,10.700172,ball
-6.1224394,-47.63891,commendation
-4.261851,-46.35771,handsomely
24.210398,21.38247,wander
-47.315636,23.663143,jumped
-28.02634,24.981022,usher
-40.996445,-1.746085,dancing
-35.71978,-23.75444,inquiring
-38.55389,-26.737143,unexpected
-49.875877,-14.762129,eagerly
-23.886755,-1.5218309,hunting
25.610285,9.842718,hid
-0.88572645,-35.49936,apologise
-0.93234026,17.118607,fills
-22.07305,40.082825,crosses
10.472128,-41.110683,'--
13.523044,-41.958652,don
15.586044,-39.631443,ma
0.37436026,-38.03986,amazingly
40.01704,3.400327,God
-43.087536,11.008676,spectacles
-42.817547,-33.805622,handwriting
-44.89988,1.3755516,beautifully
27.775694,13.653784,deaf
15.838766,-39.145615,Ma
0.8749279,-23.67758,twice
-19.58824,15.888441,pondering
-36.671978,-15.418087,meanwhile
-35.17153,-16.117321,raising
-20.418278,-12.146472,remarkable
-4.8900404,-21.570805,Friday
1.8922453,-26.817875,Saturday
-35.195232,-38.946327,Tuesday
1.2203122,-27.668512,Wednesday
-37.79312,-40.962246,Campbells
-2.1308563,-45.1779,Ireland
-38.964935,-48.725956,Dixon
-37.13986,-23.464289,impatient
36.595222,23.355936,kingdoms
36.262005,23.521652,countries
36.764,-3.353612,declare
-26.941145,21.620375,press
-49.70156,3.0407033,Dublin
27.373339,-34.338318,blame
-25.340502,-26.312534,animating
-7.5600247,-51.707474,excused
-12.644499,11.5443125,accompanying
-54.22076,21.032415,backward
-31.84563,36.619316,whirling
-36.285015,41.143993,sails
-36.486893,36.07314,dashed
24.168863,-0.063129075,presence
6.581355,9.28173,!)
8.105481,-25.005804,prefers
3.176321,0.64037424,devoting
36.35896,-0.86746806,wisely
16.710049,27.62008,hang
-8.612167,-35.310696,considerate
-1.457754,-44.468586,unwell
2.157943,-27.149565,Monday
-21.815903,14.546704,flurry
-17.550577,-33.03771,drawback
-7.3717117,-24.785454,poorly
-4.498938,-36.53434,unlucky
51.11971,-8.19085,Bless
11.603186,-41.380013,!'
48.210037,29.350021,guard
3.5633464,-31.582668,story
-46.68332,19.48511,glancing
1.4639386,-48.24041,detain
-23.855322,-21.613564,orphan
-23.58168,7.9779973,regiment
23.911047,-0.540767,fame
33.945454,-4.5113893,save
7.7219687,-0.16946745,dying
-14.497024,-39.152435,action
-25.41355,31.953543,sinking
20.32386,9.837459,consumption
-17.193993,-26.271996,limited
-31.587095,-12.321344,officer
-13.93905,-46.512997,deserving
43.06325,35.83385,camp
33.564453,0.5098686,saved
-7.4850183,-9.575111,England
10.449012,-0.581245,guest
-25.342056,-22.40456,fondness
9.025256,-18.050104,appointments
-2.5135944,-31.77662,hereafter
3.7189522,-1.2047167,Living
-16.343367,-34.249336,discipline
-18.230398,-10.884905,culture
-24.170715,14.800675,lighter
29.981611,0.21621339,masters
-19.592546,-47.484287,abilities
-33.522316,-41.680744,nineteen
-18.926159,-31.459759,qualified
35.89479,0.75390136,instruction
-31.368408,-29.30835,sharing
-22.537348,-33.176296,judicious
-18.37858,-29.793024,suggestions
-1.5003439,-37.785545,remind
-1.7965443,15.756475,unseen
-27.524294,-16.718576,unabated
22.83777,38.05783,bread
-2.1059232,-50.602837,earn
-25.501192,-47.85045,fortitude
16.637487,-10.090215,retire
-20.364996,-0.87866867,retained
-4.9613824,-40.651943,wiser
-12.137512,-36.30023,resisted
-12.578273,-30.679157,weakened
-30.465006,-21.382627,varying
-11.002324,-2.0957532,human
24.460196,-10.401824,discharged
25.804781,-30.32284,truths
-15.395905,-28.691742,double
-25.722519,-48.62356,recovery
23.310528,-16.070156,Certain
-19.142973,-17.182137,welcoming
-17.072502,-33.077316,novelty
45.13465,3.48899,accusation
-23.409346,-39.17454,examination
-5.390208,-41.827477,acquit
20.77586,-4.8779593,eternal
5.9959426,-37.062386,fuss
-3.9737418,-46.37615,reasons
-7.320299,-50.645626,imputed
38.39016,4.7331142,magnified
-14.113237,-50.22844,injured
-19.575373,-41.085304,medium
22.506582,42.55363,fat
9.539905,-3.941572,likeliest
-28.473444,46.273174,grey
-26.258492,14.438179,lashes
-12.242315,-35.23507,denied
22.329647,29.691452,skin
-26.768152,-9.489166,colour
-22.071085,-21.345432,fuller
14.593046,-2.9901834,reigning
-4.865812,-48.9554,admire
-23.786146,-32.558456,complacency
-17.951458,-18.78224,rendering
-48.80251,22.263834,started
-12.646054,-31.470114,pitiable
18.71776,-0.24533775,seduced
-23.466137,-50.37073,actions
-14.80425,-31.46465,mischievous
-26.037027,-36.97514,suggested
-37.74798,11.913753,sucking
-4.3170004,-7.0863304,poison
15.116092,-4.4177766,purest
-30.441456,-41.887234,resolving
-8.018824,-33.112026,effectually
-15.023921,-5.6477547,career
-17.14788,-20.001335,laborious
44.885452,-17.009071,Before
-15.761448,-47.73233,prejudices
-32.264816,-26.915848,reappeared
-20.645903,-43.120365,description
-6.534683,-5.2164826,ate
-19.25459,43.41087,caps
20.192835,-1.9967885,offences
-25.810055,-42.151787,necessarily
-25.027346,-17.555931,affectation
37.064537,1.2553807,greatness
-23.544168,-50.864895,performance
-44.354355,23.972012,cloak
-37.296783,-17.890636,suspiciously
-41.921658,22.126923,bent
-30.63469,-15.641373,distinguished
-28.495428,-18.839293,artifice
-31.55435,8.577994,changing
-25.28908,-44.020077,procure
36.159504,-3.5160518,forgive
25.214712,1.8309013,provocation
-8.368957,-46.50797,openly
-25.933964,-1.062352,papers
-34.328083,35.106754,swept
-27.133451,-29.968533,entertained
-1.9094442,-42.901924,undone
-5.804339,-26.355917,instrument
-21.149006,-51.235977,indulgence
-16.639591,-55.233803,deficient
-42.799656,22.022335,handed
-38.267002,27.267101,arch
-19.339066,-7.3256183,arises
-18.25055,-54.776024,discretion
-22.157814,-35.211433,perseverance
-37.962006,-1.4171985,Once
25.210037,-6.8865724,appease
-45.124496,32.033417,leg
12.559553,21.331367,pork
12.111794,23.240732,fried
11.418417,-17.22511,ours
-7.763849,-3.3347878,grease
-30.630568,48.754654,hind
14.969801,-10.223355,salted
5.7871895,38.88629,salt
39.237495,-20.561176,hither
29.14238,-26.36257,Full
-7.4960623,-17.51232,quickest
22.652308,10.081493,bountiful
4.842494,24.968925,sound
-27.60546,-46.885757,implied
-41.96076,1.6441934,bonnet
-50.941303,-14.099605,Patty
12.540212,41.4844,pan
-39.52994,18.618284,washing
-51.35846,13.502254,kitchen
-33.868336,-42.357124,Hawkins
30.794632,-27.989319,desires
-9.522535,-12.800065,regards
32.568333,12.67928,oppress
32.9967,25.353348,lot
18.00227,40.64027,goodly
28.491552,35.803394,heritage
-39.462574,0.13316528,sly
-27.300425,-14.862335,precise
33.512577,12.445643,neighbour
-38.639183,-16.006443,joyfully
9.062549,-6.025515,absorbing
-50.440174,-12.8452835,starting
-37.027077,-16.4642,appeal
39.473663,33.316402,standard
13.423314,37.244846,bath
-31.139364,40.159065,worn
-49.14599,-14.351384,whispered
-2.890322,-33.17892,discoveries
30.670204,-18.413816,lets
-39.685295,-13.076351,humouredly
-22.923758,-22.392279,talkative
-35.65304,25.792183,runs
-12.441053,-39.906876,strictly
0.6203796,37.882725,shower
41.503727,17.919262,lamented
31.68387,19.811935,strangers
-34.38057,-18.183935,detaining
-34.010075,31.598486,rush
-27.676188,14.186474,heated
30.842268,20.860222,thither
1.9254744,-35.93721,evidence
-25.005945,1.4359903,corresponding
20.219227,29.19351,pour
-41.13097,10.677286,gown
-43.0303,-33.642277,Ford
4.530656,49.849575,woollen
-51.436394,12.742375,shop
36.17422,14.004357,dealt
17.511505,15.645883,fainted
-43.281616,17.081646,umbrella
-42.615444,6.5761166,whispering
33.041817,-29.002615,?)
26.215254,17.570076,tremble
-13.387346,-37.95232,courage
-34.713203,36.47042,floated
-9.707187,-41.13569,kindly
2.191868,-49.506046,sincerely
-30.786934,-15.626565,described
6.156461,28.650167,wounded
-21.50876,-38.67121,genuine
-26.501944,-46.848236,disturbed
40.651695,-23.834402,Ambition
-18.638758,-33.56659,discerning
-30.827894,-30.745127,exerted
-4.26773,-42.0865,trifle
26.320292,-0.052035745,rejoice
-13.404056,-46.493443,learned
-27.649492,-12.936744,shock
-16.273777,-18.88507,seeking
-13.965073,-25.6178,hitherto
-3.7902548,-30.004158,condescension
5.4355125,-9.260912,Human
31.470514,-28.0366,dies
10.110707,-18.312479,Christian
-20.00461,-6.836388,series
-34.482864,-26.129263,deeply
-19.010672,22.572733,gay
-6.4190335,-35.529953,caring
44.146126,29.425665,thousands
60.238686,0.9773862,10
-16.258785,24.521475,000
43.052933,-30.898544,l
-38.275864,-22.978884,rapidity
-23.97043,-34.407845,distinguishing
39.63498,4.9977956,glorious
-33.29137,30.255669,steps
-28.386892,-21.465256,accidental
-54.82381,-3.1836822,Green
-53.02917,-6.3175583,Brown
-10.355056,1.2707609,richly
35.50544,27.577044,scattered
13.125226,-5.079429,sweetly
-24.00288,-22.6031,congratulated
2.6446815,-4.6178675,fearless
-48.685112,17.74338,cautiously
-35.74213,-30.500227,preparations
-28.779696,-18.378853,During
34.082355,34.529118,spread
-15.936376,-39.357563,moral
-0.89316267,-30.020588,lesson
30.593271,1.0294087,profitable
-23.795092,-46.841755,lessened
14.676514,4.230984,Many
13.464678,-25.838207,_
8.979145,0.76570535,vaunted
-30.351398,-20.856405,disdain
-12.247329,-49.459038,uncertain
25.352472,-46.025673,".,"
25.059057,30.24343,blood
1.2144611,-25.500986,Bristol
0.80621016,26.609241,merchant
-18.690744,-36.445354,profits
-12.090337,-33.71326,hazarded
-4.7794895,-43.74478,guessed
-47.253,-20.103464,attorney
5.18536,-37.625668,stupid
4.9155526,-9.230539,grandeur
15.922242,-28.486952,alas
-28.119806,10.003262,glimpse
4.342423,-28.15685,somewhere
-33.254967,49.497635,shoulder
-28.742249,-52.151505,warmth
-15.868363,-37.055744,conjecture
-28.610538,-20.493616,perpetually
-20.704088,-29.353844,furniture
-21.283846,-16.458359,invariable
-30.640917,-22.193472,irritated
-13.999763,31.477434,ceaseless
-32.57838,46.04842,hat
-12.828472,-31.647938,allowable
-9.814969,-33.988724,entertainment
-24.646751,-20.042795,variations
-31.163366,9.893428,Sometimes
-6.85253,-54.60789,check
-17.607424,-50.122856,unhappiness
-1.4809314,-41.86681,dared
27.235935,19.7207,driven
-25.879408,-45.228382,occasioned
-7.031777,-52.41151,neglect
-7.569137,-37.78507,ingratitude
-9.650375,-53.186783,determine
-36.698647,-20.490961,formal
37.832954,25.036804,drove
-19.394747,-35.29998,applications
25.583422,-41.74216,Small
-2.1010213,40.86344,stars
-25.311077,43.332005,trunk
16.837118,17.775194,lifted
-49.178177,3.7925406,butcher
10.185179,37.52193,cart
-22.818918,26.753653,coaches
-34.9678,33.06497,gravel
2.4271142,43.224976,trees
15.076705,-9.257153,revive
32.014507,25.107725,portion
-27.40592,-19.58579,summons
-26.397978,-26.357105,unattended
-34.55231,-35.892384,collected
-25.202238,-16.551188,commonplace
15.256972,51.787067,measured
-18.600903,23.391407,marks
-15.693564,-23.859621,thankfully
-16.076231,-46.002922,justly
-9.812343,-34.64465,resent
16.431955,-30.192787,Impossible
35.306385,26.943014,separated
-19.85859,-27.560125,process
-21.04769,-27.376356,refreshment
-46.343227,21.417782,leaned
-8.206027,18.50593,murmurs
-13.696078,-27.425499,commonest
-32.14439,32.29279,Presently
-39.098373,5.9791617,accosted
2.840157,-27.400211,Oxford
6.0746803,36.153748,dry
-33.16328,2.2171516,exhausted
-15.813999,13.595017,route
-34.35695,-18.891851,";""--"
-25.115582,45.80628,sparkling
-29.052908,-14.05011,unconscious
16.516203,21.91057,innocent
35.966618,-16.929329,Think
-27.355438,-28.059473,injunction
6.6645384,20.184372,Four
-26.310043,-29.948847,amendment
-31.401766,33.488285,mounted
